classes,tweet
0, i asked Mr Murugan i hope he handles the trip this year If dia reply i bgtau Yeah i wanna go too i harap my mom bagi Aminn
0,I also wanna go to the beach with my best fraand I might need a new friend before December so we can go on holiday 
0,i am crying here watching bigbang on my tl 
0,i had steak a lot when i was younger and the fat makes me gg 
0,Sian ah where to go now anybody want to meet 
0, I wish I could have pizza delivered to me at am 
0,whats wrong with my nose 
0,Add me on Snapchat NicoleaPage snapchat kiksex kikmeboys makeup kikmeboys free camsex 
0, im trying not to fall asleep 
0, Im not surprised that sounds hellish Why would you do such a thing 
0,Im thirstyyyy 
0,Bad dreams 
0,but it isnt today 
0, its kinda true 
0,I get sad every time I think about it Now I got chesties 
0,Dad says he wanna eat Nandos for dinner tmr 
0, i only gave you because you have the rest i can give you a solo dm
0, Bow down bitches to the queen of the world 
0,No one is brave enough to watch all my snapchat story 
0,assignments 
0, hahah im not even joking you going MADExx
0,so upset hen is going to leeds and not reading the RDD is dissipating 
0, no idea why 
0, i dont know im sorry let me make it up to you 
0,Getting pumped 
0,Capeee 
0, no money 
0, haha its in Japan Sorry love
0, me too 
0, noo hes a random person in my class 
0, we are young we will outlive him gt
0, Going for xrays and a dental on Monday to check out her spinenothing they can do about it though apart from pain relief 
0,Popol day too 
0,my stomach is killing me 
0, Aww Poor frog 
0,these are three of my favourite pictures i took of brad i miss tour so much 
0,LOOKING FOR GENAD BETTER IF THE PRICE CAN BE NEGOTIABLE CAN SOMEONE HELP ME HUHUHUHUHU BBMADEinManila FindaVIP
0,Photo boyirl 
0,Yasss Still dont get paid til August th lol still got hella clothes though
0, So much 
0, Ive only been a fan of SOS since early June last year And I really hate that I get so upset over it Not that my parents
0, miss you too laine 
0, Ahh no what did you get done I hope youre okay 
0,im so tired 
0,I have a bad sleep difficiency 
0, I have been a customer for years My Internet is no why near the speed it should be Its so so slow 
0,I want to ESCAPE please 
0,Yeah guys dont b mean to rapists They have feelings too not like they committed a crime or anything 
0,Bachpan Ki Yaadein Missing Old Days 
0, sadly no im flying Finnair from Heathrow this time cos Norwegian was too expensive 
0,Car batteries are so expensive I hope I get a new life with it
0, please dont ask for upvotes 
0, lucky 
0, eat and rest well youre too tired
0, not a fan of dogs but KEENO 
0, WHATTHEFUCK they r sick YOU ARE NOT GROTTY OR AN ATTENTION SEEKER they have no morality KEEP FERN AWAY FROM THEM 
0,Mimi is such a cute name but it feels weird when I use it as my name 
0,mum left me and went bali for work shes the only one who i talk to most
0, but i wanna go 
0,I cant ever listen to the same again 
0,be back in my life 
0,Loving someone way tooo much whyyy
0,I said id fall asleep early todayyesterday But now im just really hungry 
0,SO MUCH EDITING TO DO SO LITTLE TIME 
0,pleaseeeee 
0,Brb lowbat OTWOLGrandTrailer
0,Im getting back into a funk ugh this sucks
0, the app isnt working wewanticecream
0,Sweat look omg 
0, please dont ask for upvotes 
0,Awww i thought it was today 
0,Eugh not good weather at all 
0, Sara is i still speak to her occasionally but i think Izzys left twitter now 
0,Bored sa Dorm 
0, OMG NO 
0, still have one more week ffs 
0,streams are just awful for me lately choppy and terrible there is no point in my staying up i have to wait for the YT video anyway 
0, Hi Paul thats not good to hear Can you DM some more information about what happened when you contacted us
0, Aw no was just about to switch over 
0,i wanted to stay up till infinites win but its am already 
0, CAN YOU FOLLOW ME ALREADY 
0,And now I cant sleep and I have to be at work in hours 
0, Hion our way home from Cayton bay with the kids Had a great time but home time now emma jen darcey connor and Olivia xx
0, we havent spoke in ages 
0,Still cant believe I ripped off my nail 
0, sorry it was just closest to the door 
0,The biggest blue bottle ever has come into my roomits his room now roommateexperience
0,hes so cute 
0, yup i think so too gotta avoid BB and IC I really hope they have a repack 
0, PLEASE PICK ME IF U WANT MAKE ME HAPPY BC TODAY IM SICK 
0, i dont know 
0,Could you please te the members to autofollowback me thanks 
0, thats bc im v asian but im a girl 
0, sad puppy eyes
0, fra nobody want to give me a ljp because its so hard to have nowdays pleass pick me 
0, Tried that but sadly no code attached when I try and sign up 
0, oh and our conversation was going so well 
0, I wish I was there with you It would beat being home with a numb mouth after a dentist visit 
0, GOOD 
0, please dont ask for upvotes 
0,Hey remember me typa weather 
0,I misss you sooo muchhh 
0,Iam fat 
0,I want to back there 
0,Am I really the only one whos annoyed that YouTube got rid of Music tab I loved that tab 
0,If I get my UCAS email today I cant even get onto Track because its down for days 
0,i miss u bigtime 
0,Just another rumor ZaynIsComingBackOnJuly
0,This woman just gave me the warmest greeting w a chin tickle even but I think she has the wrong girl 
0, Sad by with zikra Lusi and Hasya 
0, Ive been trying for so long for a Dylan solo DM 
0,want chicken nuggets again 
0, soms lu 
0,City 
0, please fra choose me this time 
0, Im going to the Olympic stadium tonight in the rain 
0, I didnt see your millies guinea pigs 
0,lewis has about songs well never hear 
0, ur in LA 
0,and ano stans 
0,CAN SOMEONE WATCH PAPER TOWNS WITH ME 
0, security wont let us in say we have to wait until website says entry for camping 
0,Thankyou sa treat kanina and sorry sa breakdown bc of Sir Mags 
0,Hateeeee time apart 
0,Me too 
0, least not lease Just posted without looking back for what I have written In hurry to finish my lunch 
0,First attempt at sizing up to gs was unsuccessful amp now my lil earlobes hurt 
0,A shame that Rock City worked on that 
0, worst news all day 
0,Sad today is girls day goodbye stage 
0, Yes Sue It is a bit dreary isnt it 
0, noooooo I wasnt online when u were tweeting fans 
0,wheres denise i miss her 
0,Id really like to handle Murielle Ahours PRBrand Image Shes missing too many opportunities 
0,Euuuwwww Lunch Like a real construction worker 
0, done please me 
0, i hate you both 
0, Dylan pls 
0, ate I cant dm you po 
0, WE REALLY NEED THIS PLEASE WE ARE BEGGING YOU
0, also I Kathd you earlier you never responded 
0,And no i didnt get to finish chopped 
0, nothing bored cant sleep wbu
0, yess hahah pero may activity kme tom at cram week next week 
0, I hope something holds your interest soon
0,isco was so close 
0, I unfortunately did curious that in English onboard announcements they said trespassers and in FR clandestins 
0, love ya 
0,And Muller will not be sold Was quite obvious though but still had a hope MUFC
0,im so sad i want my hair colour back now 
0,stu is mean i just wanna sleep 
0,Moviee Buddyyyy 
0,srsly 
0,feelgoodfriday on the way to camp in the new forest And its raining 
0,so i forgot that i had to wake up at am to babysit and i stayed up late w jacob last night im so tired 
0,GUYS add my KIK opixer kik kikme talk lesbian oralsex video sexual 
0,i wanna watch paper town but sadly no one to go w 
0,Wanna cuddle but all I have is my pilllow 
0, i wont be made a fool of again if it is like that i will ask her to make me another one 
0, yo stop bragging not everybody got the skrillah to travel 
0,I cant sleep 
0, pretty sure i drowned myself in ice cream 
0, done ya gue report 
0,Why do you care so much Ha ha ha ha ha damn that question 
0, from bad to good My parents were also proud for being me today its all bc of you guys Thank you X NOTICED ME PLEASE 
0, not yet did they find yours eventually
0,Its my grans funeral today Its going to be hard
0, must make a visit up to the north west its been to long to session miss kitty its years plus 
0, Follow me again i forgot to followback and you unfollowed me 
0, Im always on but you never ever notice me 
0,im so tempted to stream to screenshot sjkaos no
0, r u angrynow m feeling so disappointedmmsrry 
0,I liked a video from Stuffy Nose BO
0,I wish Honma would win 
0,Yeh Real Madrid walay bhi bohat wailay hain Preseason friendly pe itna shor machaya hua hai mein samjha cup final hai 
0, I would have but Im still waiting for the email check photo 
0, On a serious Note you should reply to my DM that I sent you Haha Cause it actually is kinda serious 
0,Isco 
0, i love you 
0, yes sirkay wali pyaaz with daal or you made daal and just got onions in vinegar 
0,All Ive been doing is watch cooking tutorials these are not the things I had planned for summer
0,In the middle of Soho and no ice cream 
0, Not great right now Im feeling wobbly and just want to go home but I cant 
0, Hmm i thought I was Well Ill just go and turn off the server then ciao 
0,Sadly no show of masaan here Will watch this muv after it comes in HD then 
0, i have no idea what ure saying 
0,I hate this day 
0,BEAST NEXT WEEK 
0,I just ate a whole pizza idk how to feel about that
0, work 
0,hayst 
0,I miss CR Feel like going back but cant 
0,Hnnnnnnn he looks so fluffy 
0, I miss u so bad 
0, I wanna watch them again too maybe when they do comeback shows in Korea or in Japan I wanna visit your country
0,so saaad 
0, I want too 
0, no ice cream available 
0, Sorry about this It could be a schedule change 
0,WOW right after im done with school for a short while my internet decides to act like a bitch 
0,Nobody cares about optimisation 
0, please dont ask for upvotes 
0,rain 
0, I want a follow from 
0, soniii kahaaaa u No tweets by u make me lonely 
0,Full Shaved 
0, WELCOME AND AW I HAVE TO GO BACK NEXT MONTH BUT RN TRYNA GET HEALTHY
0, me too but dont get ur hopes v high bc it might not be real tho 
0, Okay
0, At least its not freezing outside too Right
0, I know fml 
0,ohh that sucks hands you all my jackets its way too warm here and its making me sleepy 
0, stop cyber bullying me 
0,Isco 
0,I already miss her That old 
0, never talks about racial issues 
0,My house scary AF at night 
0,Need holiday 
0,irene 
0,Miss living in halls 
0,Cant open is in Stockholm 
0,On my life I remember one time a few years ago I changed my avi and lost followers LOOOOOOL 
0, Thanks a bunch I hope to get training in to be among you Hopefully find something
0, Too far away 
0, I do have plans But looking like girl issues may stop play
0,Hungry 
0, sobs thats really sweet of you ill be busier next week onwards so idk if ill find time to be ol anymore 
0,Im sure its just pure coincidence that my has done nothing but play up on my iMac since Apple Music launched gt
